Tweet,Stance
It is a poverty to decided that a child must die so that you may live as you wish. -Mother Teresa #SemST,AGAINST
#Liberals don't realize they conceded the debate. Now - per Shaw - we are just going to haggle over price.   #Idiots #SemST,NONE
"#SignsYoureInTheUSA Doc can pull baby 3/4 way out of the womb, stick a knife in its head 2 kill the child & @SCOTUS says its OK #SemST",AGAINST
#SCOTUS blocking part of our Texas Anti-Abortion law.  Maybe we should call them the Supreme Tyrant.  #tcot #tgdn #SemST,AGAINST
SCOTUS at it again!  Blocks Texas from enforcing part of new abortion law!  We have to stop killing babies! #SemST,AGAINST
Abortion laws should be designed to make it harder to get an abortion. Abortion is murder! #SemST,AGAINST
"#SupremeCourt  is on a roll this week, did they just discover #coffee or something?? #MarriageEquaility #SemST",NONE
Well that's a win for women in Texas. Thank you SCOTUS! #texas #SemST,FAVOR
Adding to the progress of this week the Supreme Court is also allowing Texas abortion clinics to stay open! #SCOTUS #SemST,FAVOR
It's time to end the #deathpenalty in the United States. #wholelife #SemST,AGAINST
abortion clinics... back alleys with a profit center and air conditioning?  #SemST,AGAINST
Our spirits Live on - thru the FAMILY BLOODLINE  - ONCE YOUR Bloodline is Destroyed  - U WILL NEVER REINCARNATE AGAIN   #LGBT #SemST,NONE
Definitely the #SCOTUS today has landed where women are. #Texas #clinics #issues #SemST,FAVOR
Happy to hear the #SCOTUS blocked closing of 10 abortion clinics in TX until an appeal can be heard #safelegalrare #thinkprogress #SemST,FAVOR
"Justice Breyer et al think injections into arms of killers is heinous.  No word on acidic saline executing unborn babies, however.  #SemST",AGAINST
Had a great meeting today with two guys who I know are reading this tweet... Welcome to the team! Excited to expand Team Sobhy!!  #SemST,NONE
"I get the whole ""Kill your darlings"" advice, but I feel like an abortionist with all these unfinished stories. #Writing  #Literary #SemST",AGAINST
#ProLifeYouth know that life begins at conception. #SemST,AGAINST
"@Snitfit because it's not your baby, body or decision, nor does it effect your life in any way. So it's none of your business. #SemST",FAVOR
@BruvverEccles @Telegraph @David_Cameron I despair! I want grandchildren or are they a 'luxury item' #Catholic #SemST,AGAINST
How ironic is it that im sitting in @PPact & swiping on @Tinder right now? #SemST,NONE
"Oh look!!! So not only are antichoice strongly against pregnant people's human rights, they're also homophobic. Shocker. (Not) #SemST",FAVOR
@Loriisright @DWMcAliley1791 @LitaZahn Yup. One of the MANY reasons I changed parties. #SemST,NONE
RT @NYS4Life: RT if you're ready to help us defeat #AssistedSuicidelike we defeated #AbortionExpansion! #noPASny #SemST,AGAINST
"PlannedParentHood, their agenda is all about the money. Killing babies is big business & minority genocide is the result. #ccot #SemST",AGAINST
"deep-seated cultural codes, religious beliefs and structural biases have to be changed No, @HillaryClinton now what? #SemST",NONE
"Took God, discipline & tobacco out, made ^airtight & filled homes w/^CO2 cuz of energy & climate lies. Evil & energy use soared. #SemST",NONE
"Is there a gas that increases self-mutilation (tattoos, piercing, drugging, over-eating, & suicide) & violence? #waleg #SemST",NONE
@tonylee01979 make their own decisions doesn't mean you need to harass me . Goodbye now. #freedom #SemST,NONE
it's ironic that ppl will perform lifesaving therapies on animals to preserve their lives-but have staunch views in favor of #SemST,AGAINST
Some Bitches be scared to kill a little cockroach in their house but quick to kill a baby... #SemST,AGAINST
So ready for my abortion debate  #SemST,NONE
Obamcare loses again in the Supreme Court. Religious freedom win. #scotus #tcot #SemST,NONE
I think Marcus is slightly scared of my radical liberal side #feministally #SemST,NONE
like i really need to walk past a bunch of aborted babies to get into the union. get out of my peripheral #SemST,AGAINST
@BuckSexton of course we want the Feds to puff puff pass! #TeamBuck #warondrugs #SemST,NONE
"Hillary wants to be a champion for women, unless they're unborn.  #SemST",AGAINST
WH: Motherhood's a Wage Penalty. So we pay em to have kids & we pay em to kill premature babies. WTF's point here libs? #PJNET #SemST,AGAINST
@DWStweets @RepDWStweets is a seven pound baby murderer. Too bad her Mom didn't have the same operation. #Baby #Democrats #Losers #SemST,AGAINST
"Unthinkable, shameful, acceptable, encouraged, desirable  ...the evolution of killing the defenseless.   @msnbc @jemimakirke #SemST",AGAINST
It's a free country. Freedom includes freedom of choice. #SemST,FAVOR
BRAVO TO BOTH OF YOU BEAUTIFULLY EXPLAINED HOLD UP #humantrafficking bill @SenBlumenthal @DickDurbin #womensrights #righttochoose #SemST,FAVOR
They were slaying their own souls when they offered up their sons & when they shed the blood of infants. #Augustine #Psalm106 #SemST,AGAINST
"@JustinTrudeau, how do you plan 2 endorse @PEILiberalParty @WadePEILiberal who'd not b able 2 run 4 fed @liberal_party? #peipoli #SemST",NONE
@sinnfeinireland  SinnFein voted to kill unborn sick children #SemST,AGAINST
Excellent 'speed-dating' #ethics discussion today in Yr9 class #morality #SemST,NONE
Good morning @JustinTrudeau. Do you plan to tell @WadePEILiberal that women on PEI deserve the right to choose? #cdnpoli #peipoli #SemST,FAVOR
It is the greatest of all mistakes to do nothing because you can only do little. Do what you can. | #humandignity #SemST,NONE
Follow #Patriot --> @MsMistiNichole.  Thanks for following back!!  #Truth #Liberty #Justice #ProIsrael #WakeUpAmerica #FreeAmirNow #SemST,NONE
"The people who never spoke up against the Nazis during World War II were likely ""live and let live "" people. #fb #SemST",NONE
Pro-choice is pro-murder couched in liberal rhetoric. #SemST,AGAINST
Like ya'll can try and push your views on me anyway but I will remain #SemST,NONE
"@WayneSense ""In check"" is putting it nicely. #MargaretSanger #SemST",NONE
@smalldoctor15: What is postinor popularly used for? #SemST,NONE
"@BBCNewshour ""if u had been my wife I would have blow your head off."" Yep, that sound like #ElSalvador #SemST",NONE
I refuse to stop praying for an end to abortion. #SemST,AGAINST
Gov Brownback visits cities in #Kansas 2 sign new #bill  #woman #SemST,NONE
@Fredindimuli  yes he has an opinion but the choice should be in the hands of the women You know the person directly affected? #SemST,FAVOR
I just want to sit in a corner and cry.  I wish I was a thicker-skinned feminist but this shit is personal! #MyBodyMyRights #SemST,FAVOR
Please pray for mercy for #AndrewChan & #MyuranSukumaran #IStandForMercy #KeepHopeAlive #Bali9 #SemST,NONE
Kudos to the mentality that believes people who are dumb enough to not use protection are 'mature enough' to take care of a baby. #SemST,FAVOR
Pro-Choice is meaningless. Say what you mean. You stand for the right to choose to kill. #SemST,AGAINST
How can a kingdom founded in violence long control the vice that brought it n2 existence? <-- commentary on Judges9 @BarackObama #SemST,NONE
.@giannaberettamo @GiaMolla @sphcs_news Happy feast of St. Gianna Beretta Molla! May she pray for us! #SemST,AGAINST
@LifeNewsHQ What could have happened in her past to make her the cruel & frighteningly hard-hearted woman she is? #waronwomen #SemST,NONE
Agree choice if woman's life in danger.  But rape - does the baby deserve death for crime of his/her father? @HelpBillColeman #SemST,AGAINST
"She has a brain, a heart, and her own unique DNA, not her mother's. She is alive and human. Please don't kill her. #SemST",AGAINST
@SteveStfler too many people are taking this to seriously #SemST,NONE
@AMLiveNTV:  its morally wrong. Life is sacred and only the giver and its onlyHim alone that should take it#HaveYourSay is on #SemST,AGAINST
"@ProWomanChoice Exactly, no apologies needed to any #fundamentalist of any kind.  Stop apologies for rights. #p2 #SemST",FAVOR
"#Hillary, Here's one Christian whose religion views will never ""adapt"" to include abortion. Abortion is murder. #SemST",AGAINST
"Every time you respond to something that frustrates you, you let it steal away your time and happiness. #EasyWeightLoss #SemST",NONE
"wow all these people r so upset over 1 Black Man killed, what would they do if they knew about BlackKids killed by #BaltimoreRiots #SemST",NONE
"@ShowTruth No. It's absurd to refer to healthcare that saves pregnant people's lives as ""killing. #SemST",FAVOR
@JustinTrudeau I also support Men's wrongs as well as Women's rights #Standforchoice #womensrights #SemST,FAVOR
Children are the greatest blessing which God has bestowed on man and woman. -Pope Francis #LifeisaGift #SemST,AGAINST
"@beckaviau @MikeRedmondNDP duh.... Planned pregnancy around election date, new fad. Get with the times. #SemST",NONE
"@ShowTruth No, I can't explain why you would consider a medical procedure that leaves the patient healthy & happy as killing. #SemST",FAVOR
@notmuchelse you want the freedom to murder a baby. Rip them limb by limb. No change in subject by me.Libertarian #SemST,AGAINST
@codeinediva Like i said you are weak. We are strong!   #Christian  #WeWillOvercome #SemST,AGAINST
@ProWomanChoice forcing women to change their body's normal function is the epitome of controlling women. #SemST,AGAINST
Watching teen mom and watching Farrah be a bitch makes me believe in abortion that much more. #SemST,FAVOR
"I'm killing my baby tonight, I don't care if it's wrong or right! #SemST",FAVOR
Please join us as we pray to end the global holocaust of abortion! #SemST,AGAINST
"Good morning Patriots, let us continue to Pray for this great Nation and the #UnBorn on this great day God has given us!! #ccot #SemST",AGAINST
"Tip for protesters everywhere: your goal is to change the minds of rational adults, not to scar the minds of little kids. #PGH #SemST",NONE
Up at this ridiculous hour to #protectthezone.  #Alabama #SemST,NONE
It is so much fun having younger friends who are expecting babies. #beentheredonethat #chooselife,AGAINST
@Britt_Ghiroli @mboyle1 But the Mayor of Baltimore said to give rioters to rioters. #BlackLivesMatter #Except2Democrats #Sanger,NONE
"Sadly, most health insurance plans don't cover abortions, so the price can be quite high....",FAVOR
Today I am grateful to have the right to control my body without govt influence. #antichoice leaders want to stop this. #abvote,FAVOR
"@explicit0ceans whoa whoa whoa. I don't care about you having sex, but when you're pregnant, there's another life involved.",AGAINST
Equal pay for equal work? YES. Freedom from the fear of rape and sexual objectification? YES. The 'right' to abort? NO.,AGAINST
MT @ProLifePolitics- Senate vote on SC Pain-Capable Unborn Child Protection Act could come as early as Wed. Contact your senators!,AGAINST
I watched #AfterTiller and it gave me a whole new perspective on a woman's right to choose. #womensRights,FAVOR
Too far? Sorry so is he,NONE
"On Manila TV,Monday: #Pacquiao appeals to @IndonesiaPresident -don't execute #MaryJaneVeloso #deathRow #drugTrafficking #Christian",NONE
I will agree to gay marriage if you agree to pro-life and then adopt babies that would have been aborted.,AGAINST
Whether someone wants to have children or not should be completely up to the person carrying that pregnancy...,FAVOR
"Yep. RT: ""Defunding PP won't mean fewer abortions. It will mean more dead women. #prochoice"" #1in3",FAVOR
#cogar @RefCom_ie get more #questions on #d #ballott! #ireland's #dail is stuck. We'll #help! #drugswar #landwar #etc. #tanks,NONE
@rosaryrevival When we #PrayTheRosary lest we forget to #Prayforpersecutedchurch #PrayForIsrael #PrayForUkraine,NONE
"@ShowTruth Keeping pregnant people safe is a great reason for abortion, though.",FAVOR
My teacher today basically said that embroyo's are nothing but skin + blood & that abortion was fine. #smartlady,FAVOR
@tooprettyclub Are you OK with #GOP males telling you what you can and can't do with your own body?,FAVOR
"@RedAlert -there should be a ""stigma"" to butchering pre-born children - its a horrendous crime against humanity.  #murder",AGAINST
But isn't that the problem then. Not enough faith. #gaystapo #socialism,NONE
Life is our first and most basic human right.,AGAINST
Lmao my school thinks giving women the right to an abortion is against feminism. They don't know feminism #wtf,FAVOR
@AsaSoltan putting abortion in with choices for women just won my heart over. Yaaaaaas! #shahs,FAVOR
I refuse to let people like you shame and insult women for accessing healthcare. Sorry. Just no. ,FAVOR
Last meeting of the year tonight! 7:00 pm in Case Hall room 334A. Come one come all! Pizza and pop will be provided!,NONE
If you believe in its power; then pray. #Nepal #Baltimore #ISIS #Kenya #GenderChange #Injustice #Slavery #Racism #MiddleEast,NONE
Planned Parenthood lines its pockets while sacrificing women and children in need at the altar of abortion.,AGAINST
It is not progressive to try to resolve problems by eliminating a human life. - #PopeFrancis,AGAINST
"RT @TheKeyisPrayer: ""No law can give me the right to do what is wrong.""  -Abraham Lincoln",AGAINST
We live in a world where people care more about religious rights than consent & reproductive rights....,FAVOR
we remind ourselves that love means to be willing to give until it hurts - Mother Teresa,AGAINST
They say God isn't listening? Just look at that radar today. #prayfornepal,NONE
"@ProLifeLiberty Yes, your reasoning is horrible. We were talking about abortion, not death. #SemST",FAVOR
U know what isn't funny? Male politicians deciding what women should do with their body's.,FAVOR
"@Corey_Frizzell @PEILiberalParty and most Islanders have different definitions of ""timely access"". #irony #peipoli #peivotes",NONE
The Democrats just gave the most chilling reply when asked if they support aborting 7-pound babies #SemST,AGAINST
"@TheFullBug Dehumanizing? Why are you dehumanizing the pregnant person? They're more than walking incubators, and have rights! #SemST",FAVOR
"RT @pari_passu: Dear Religious Right: I keep my uterus out of your church, so keep your church out my uterus. #SemST",FAVOR
"I know what's best, for my health. You don't know anything about me.  #SemST",FAVOR
God forbid you'd ever have to walk a mile in her shoes. Then you really might know what it's like to have to choose. #SemST,FAVOR
They may need to figure out how to get out of school or work that day. #SemST,NONE
@jemimakirke my hat is off to you for speaking out about something that is rarely discussed by anyone who has a voice. #SemST,NONE
People who have never had an abortion can be prochoice. People with a uterus can be prochoice. People who never want kids can be #SemST,FAVOR
Assaulting & manipulating pregnant people doesn't reduce #SemST,FAVOR
@HillaryClinton Don't you mean to say (all children deserve the same chances) except the UNBORN CHILDREN?     #SemST,AGAINST
People who want kids can b prochoice. U don't have to want an abortion to b prochoice. People who had a miscarriage can b prochoice #SemST,FAVOR
Hey Megan--a baby's heart starts beating at 21 days after conception. No time is the right time to end its life!! #kellyfile #SemST,AGAINST
Are the same people who are red faced and frothing over abortion also against the death penalty? Just wondering... #deathpenalty #SemST,FAVOR
Patient advocate Stephen Casey of Texas Center for Defense of Life strongly supports #HB3074. #TXlege #SemST,AGAINST
Follow #Patriot --> @Enuffis2Much.  Thanks for following back!!  #Truth #Liberty #Justice #ProIsrael #WakeUpAmerica #FreeAmirNow #SemST,NONE
@LuM1996 @KurtSchlichter #Obama cares more about deserters than unborn babies #ProtectTheUnprotected #AntiAbortion #SemST,AGAINST
"Thanks for gently spoken truth,  @DanaPerino ! How DO we as a nation ""protect the innocent""? #TheFive #CCOT #DNC #RNC #SemST",AGAINST
@Docjp Pressure? It's their job and they are failing miserably at keeping the promises they made.  #GOP #PJNET #Amnesty #Obamacare,NONE
I love how #liberals only accuse #conservatives of war on women when we don't want to fund,AGAINST
Help your friend figure out how they're going to get there and where to stay if they need to spend the night,NONE
I really don't understand how some people are Pro-Choice. A life is a life no matter if it's 2 weeks old or 20 years old. #SemST,AGAINST
Let's agree that it's not ok to kill a 7lbs baby in the uterus @DWStweets #DNC #Clinton2016 @HillaryforIA #ProCompromise #SemST,AGAINST
"@glennbeck I would like to see poll: How many abortion doctors have told a woman ""No, an abortion is not required in your case. #SemST",AGAINST
"I was born 4 months premature... I'm perfectly fine, somehow killing babies is legal in this country.",AGAINST
"Democrats are always AGAINST ""Personhood"" or what they perceive to be legislation to recognize #Personhood. Always. #Colorado #SemST",AGAINST
Someone snitched on the mom having sex with and playing naked twister with teens. I bet it was her Cock blocking ass children. #SemST,NONE
"#SB724 passes Sen. Judiciary Cmte.This bill is an effort to shame women out of their personal, private medical decision to have an #SemST",FAVOR
"A needed, safe medical procedure is available to women. Unfortunately, RW men say they should make women's decisions. Sad, huh? #SemST",FAVOR
"RT @ProLifeYouth: ""It seems to me clear as daylight that abortion would be a crime."" -Ghandi  #ProLifeYouth #SemST",AGAINST
"Govt cannot force you to get chemo but if you're a fetus, you must live! #JulieBorowski #reproductiverights #SemST",FAVOR
As long as they are allowed to show medically correct photos of contraception use at the family planning table #StopAbortion #SemST,AGAINST
"RT @createdequalorg: ""We're all human, aren't we? Every human life is worth the same, and worth saving."" -J.K. Rowling #... #SemST",AGAINST
Terrible golf last couple days! Goes down on the notes as one of these  #SemST,NONE
#POTUS seals his legacy w/ 1/2 doz wins. The #GOP agenda? STILL!! Repeal #Gun laws & #Obamacare Ban Access 2 #TotalLosers #NoIdeas #SemST,AGAINST
"@LifeNewsHQ  22wks is too late to be able to have a termination in my opinion, these triplets are babies not a bunch of cells. #SemST",AGAINST
People who have been pregnant can be pro choice. People who can't have kids can be pro choice. People who have a uterus can be #SemST,FAVOR
@hillaryclinton - I guess this means you're happy for me to be pro-life as I never aborted any of my own children? #hypocrisy #SemST,AGAINST
"I will believe the narrative that ""black lives matter"" when ALL black lives matter, all the time. #BlackOnBlackViolence #SemST",NONE
Since #roevwade 1/3 of my #generation has been #aborted. Where were their #rights?youthgen #SemST,AGAINST
It is a #poverty to decide that a #child must #die so you may live as you wish. -Mother Teresa #prolifeyouth #prolifegen #SemST,AGAINST
How can there be too many #children? That is like saying there are too many #flowers -Mother Teresa #prolifeyouth #SemST,AGAINST
RT @FrCharles: .@giannaberettamo @GiaMolla @sphcs_news Happy feast of St. Gianna Beretta Molla! May she pray for us! #SemST,NONE
If it isn't a #human life then why does @PPFA have a problem with us?youth #itisahumanlife #SemST,AGAINST
Before we go looking for #life on other #planets we should #stop #killing life on this one. #prolifeyouth #prolifegen #SemST,AGAINST
@Hannah_Warren14 that much more oppressive for women #SemST,NONE
Lol it's no ones choice but the woman's when it comes to abortion. Men shouldn't even be able to vote on the issue. #SemST,FAVOR
I truly believe that #BlackLivesMatter and that's why I'm against Planned Parenthood. #ycot #SemST,AGAINST
@abc13houston Don't Let Obama Control Your Actions. Progressives have destroyed the Black Community #LBJ #Clintons #Drugs #SemST,NONE
@ScottWalker   goes along with the world is the law of God and not of men #SemST,AGAINST
@peiacsw please consider the status of preborn girls as the most vulnerable women in society. #peivotes #SemST,AGAINST
We are the #prolifegen and we will abolish abortion in our lifetime! #prolifefuture #tcot #SemST,AGAINST
Women's rights are a joke.  Omg I can't even. Lol go thank your mom for keeping you. #SemST,AGAINST
RT @DogsOfGod: I will fight for the unborn! #SemST,AGAINST
RT @RogerIsCatholic: Save the Baby Humans! #WAAR #SemST,AGAINST
"Jesus loves the children of the world, the born and the unborn.Youth #SemST",AGAINST
" If abortion is not wrong, then nothing is wrong.   Powerful words from Blessed Mother Teresa.    #SemST",AGAINST
Legalized tweeting-instead-of-procreating discriminates against the unconceived child. #worstargumentever #lolanti #SemST,AGAINST
Pro-Life Legislative Day Party in Lansing today! See y'all there! #sopumpedgen #SemST,AGAINST
"You have a #God given right to #live. And of all places, inside your #mother. -Phil Robertsonyouthgen #SemST",AGAINST
Listening to @reggielittlejhn speak about her work leading #WomensRights Without Frontiers. So inspiring! @AUL @JeanneaneMaxon #SemST,NONE
I can't stand people who are pro life because they had a stillborn or loss.... #SemST,FAVOR
The right to #choose? Thats a #lie! #babies don't choose to #die! Prolifeyouthgen #SemST,AGAINST
A little VAN action before work  #datadatadata #SemST,NONE
Praise to District Court Judge Larry Hendricks for blocking that ridiculous anti-abortion law in Kansas #SemST,FAVOR
Re Last: I can't get past this...why must abortion providers dismember a fetus alive?  That just sounds...hideously inhumane. #SemST,AGAINST
"@charlescwcooke @HillaryClinton Once they're born, that is. #SemST",NONE
Bodily autonomy is a human right. A person's access to abortion is a human right. #reprojustice #reprorights #SemST,FAVOR
"Your life is worth a lot. Don't believe any ""compassionate"" politicians or doctors or friends who tell you otherwise. You matter. #SemST",AGAINST
"It's not #yourbody, so it's not your #choice.youthgen #SemST",FAVOR
A #person's value is not determined by his #size. #prolifegen #prolifeyouth #SemST,AGAINST
Before I formed you in the #womb I knew you. #prolifegen #prolifeyouth #God #SemST,AGAINST
Thank you @PPact for treating me with kindness & respect & TLC during my wellness exam. #womenshealth #yaycondoms #SemST,NONE
"As good a time as any to say: when too many men are adjudicating on women's reproductive systems, the results are never good #Rape #SemST",FAVOR
You know what's best You know what's best for your well being You know what's best for your life... # #SemST,NONE
The right to control one's body is not a license to kill.Youth #SemST,AGAINST
Idiot: how would you feel if your mom aborted you?  Me: nothing cause I would be fucking dead. #SemST,AGAINST
"Does a #pregnant #woman have 2 heads, 2 hearts, 4 arms, and 4 legs? #prolifeyouth #prolifegen #didntthinkso #SemST",AGAINST
words are meant to trigger strong emotional responses as well as to the medical inaccuracies & misogyny.. #SemST,NONE
@Niall250 good thing is that #DUP have consistently said ALL murder was + is wrong. SF were pro murder...still are. #SemST,AGAINST
She*  knows what's best for her* happiness & her* body #SemST,FAVOR
The #right to #life should be the #first among #humanrights -Pope Francisyouthgen #SemST,AGAINST
@EmilyBeaulieu1 maybe that's what he wants #SemST,NONE
We must provide demonstrated sexual training as a preparation for marriage. From THE COMING WOMAN #sexed #marriage #books #SemST,NONE
"@CrushTheCFR Yes, heard you the first 500 times you tweeted SIX kids. she is probably also #SemST",NONE
"Call me an #extremist, but I think #dismembering babies is wrong.youthgen #SemST",AGAINST
They haven't eliminated #murder. They just call it by a different #name. #prolifeyouth #prolifegen #SemST,AGAINST
"'Amen, I say to you, whatever you did for one of these least brothers of mine, you did for Me.'  Mt 25:40  #ProLifeYouth #SemST",AGAINST
@m_lonz @LifeNewsHQ Captors have already been born and are no longer part of the body of a pregnant woman. That's the difference. #SemST,FAVOR
"Without #life, the right to liberty and the pursuit of happiness aren't possible. #ProLifeYouth #AllLivesMatter #SemST",AGAINST
"@charulife And I explained that they are in the keep your baby business, as they helped me get Medicaid and WIC. #SemST",AGAINST
RT @PinkGypsySoul: The single most important factor for women's advancement in society is our ability to control our fertility. #SemST,FAVOR
"We all are sinners, but what right do humans have to kill another human being? Is that what God wanted us to do? #SCL #thoughts #SemST",AGAINST
RT @alvedaking: The most disturbing thing we to this planet is to flood our streets with the #blood of #children from #HappyEarth... #SemST,AGAINST
"RT @OurBrother1: ""A nation that kills its own children has no future.(On Abortion) ~Bl. John Paul II #SemST",AGAINST
@politicspizza @RebeccahLouise @ProLifeYouth women being independent and making their own CHOICES #SemST,FAVOR
Inching toward diabetes while supporting @ProChoiceMass at #ChocolateMadness 2015. #mapoli #SemST,FAVOR
@rosaryrevival Prayers & best wishes for St Catherine of Sienna on Wednesday. Will say #Eastertide Glorious Mysteries as usual. #SemST,NONE
"RT @Singerman2000: Government  has exceeded its necessary size, scope and reach into the lives of its citizens. #Armenia... #SemST",NONE
"@WildChild69 Typo - I meant to say ""dies"" - With every abortion @ least one human dies. #SemST",AGAINST
"@WildChild69 Now you are not even sense. And, once again, abortion is not healthcare. With every abortion at least one human lies. #SemST",AGAINST
"One, we are pro life Two, a little bit louder Three, I still can't hear you  Four, more more moreYouth #SemST",AGAINST
@kilcurry in those hospitals that signed up to the legislation. #SemST,NONE
When is abortion a responsible choice? When a woman chooses it to be #SemST,FAVOR
It's time to be a #voice for the #voiceless. Stand up for the #unborn! #AllLivesMatter #ProLifeYouth #chooselife #SemST,AGAINST
"@WildChild69 No, U want 2 limit the doctor's choice & force him/her to help w/ abortions. I want to protect life & human dignity. #SemST",AGAINST
"This is a debate about our understanding of human dignity/what it means to be a member 0 the human family/even tho tiny, powerless. #SemST",AGAINST
"I am a man, but I feel most qualified to make healthcare decisions for women.   #ThingsYouDontSayAsAPolitician #SemST",AGAINST
"RT @spicysandwich: Say it again for me one time!  Anti-abortion laws only lead to unsafe, illegal abortions! #SemST",FAVOR
"Preach! 'Black Sheriff Says if  #BlackLivesMatter,  They'd Protest at Abortion Clinics'. #ChooseLIFE #AllLivesMatter #SemST",AGAINST
people in the government care more about words in a bible than women and their bodies #SemST,FAVOR
@AnneJp1946 I have no problem with birth control but their you go with that free thing again. So your solution is murder good idea #SemST,AGAINST
I am just as much a feminist as any pro-choicer. I simply carry my beliefs to their logical conclusion. #faminism #YesAllWomen #SemST,AGAINST
Today I am grateful for the #reproductiverights that allow so many families to escape poverty. #abvote #SemST,FAVOR
#BlackLivesMatter unless they are pre born black lives then they don't matter #AbortionIsMurder #LiberalLogic #SemST,AGAINST
Praying for that innocent lady. She's a victim too. I hope the execution will not proceed. #NoToDeathPenalty #SaveMaryJaneVeloso #SemST,NONE
@kugrl6 good riddance to millions of black babies? I really hope I'm misunderstanding you #SemST,AGAINST
@AYoungJFK it was her choice Mark! #profeminist #SemST,FAVOR
"I'm a woman who cannot conceive, and I proudly beg you to reconsider killing what I'd die for.               #ProLifeYouth #SemST",AGAINST
"Today, AB 775 passed out of Committee on Judiciary 3-7. We will let you know how to help! #SemST",NONE
"If you aren't responsible enough to take care of a baby, why are you having unprotected sex? #SemST",AGAINST
Findin budget compromise a 'process' #Brownback says  #income #thestate #SemST,NONE
"@gvandersee 100,000 (estimated) ozzie abortions of vulnerable, unwanted ""unlife""  right there. Value & Respect life. #deathpenalty #SemST",AGAINST
